Nov-2019,98.7282
Dec-2019,98.80318
Jan-2020,98.83224
Feb-2020,98.79105
Mar-2020,96.2187
Apr-2020,90.98309
May-2020,93.16463
Jun-2020,97.24662
Jul-2020,98.58362
Aug-2020,99.04367
Sep-2020,99.28516
Oct-2020,99.51787
Nov-2020,99.74263
Dec-2020,100.0039
Jan-2021,100.3376
Feb-2021,100.7733
Mar-2021,101.2829
Apr-2021,101.789
May-2021,102.2315
Jun-2021,102.568
Jul-2021,102.7561
Aug-2021,102.7956
Sep-2021,102.7352
Oct-2021,102.6022
Nov-2021,102.4314
Dec-2021,102.2426
Jan-2022,102.0284
Feb-2022,101.7531
Mar-2022,101.4041
Apr-2022,101.0262
May-2022,100.6441
Jun-2022,100.2527
Jul-2022,99.87164
Aug-2022,99.55077
Sep-2022,99.32748
Oct-2022,99.23402
Nov-2022,99.27887
Dec-2022,99.4277
Jan-2023,99.60782
Feb-2023,99.74728
Mar-2023,99.79714
Apr-2023,99.74172
May-2023,99.58621
Jun-2023,99.38749
Jul-2023,99.20869
Aug-2023,99.08604
Sep-2023,99.03418
Oct-2023,99.03558
Nov-2023,99.06566
Dec-2023,99.10209
